white,black,ea,ind,lh,me,se
0.5150375962257385,0.5000362396240234,0.5003252029418945,0.5177448391914368,0.496664434671402,0.6889208555221558,0.5198197960853577
0.929108500480652,0.7540793418884277,0.8204813003540039,0.8718467950820923,0.9034022688865662,0.9221103191375732,0.8380835652351379
