test_acc,epoch,step,train_loss,val_loss,val_acc
0.39019110798835754,0,0,,,
,0,49,0.1328050196170807,,
,0,99,0.14774924516677856,,
,0,149,0.1312408149242401,,
,0,199,0.11968197673559189,,
,0,249,0.10990697890520096,,
,0,299,0.06648772954940796,,
,0,349,0.033287663012742996,,
,0,399,0.06992058455944061,,
,0,449,0.10914184153079987,,
,0,499,0.09704508632421494,,
,0,549,0.06885075569152832,,
,0,599,0.074578195810318,,
,0,649,0.1576036810874939,,
,0,699,0.09950792789459229,,
,0,749,0.046987954527139664,,
,0,799,0.15578334033489227,,
,0,849,0.02836729772388935,,
,0,899,0.05370862036943436,,
,0,949,0.1296069175004959,,
,0,999,0.04479187726974487,,
,0,1049,0.08520899713039398,,
,0,1099,0.18285176157951355,,
,0,1149,0.0809042900800705,,
,0,1183,,0.08657172322273254,0.9691658020019531
,1,1199,0.09239407628774643,,
,1,1249,0.06166774407029152,,
,1,1299,0.06717392802238464,,
,1,1349,0.06296887993812561,,
,1,1399,0.11659237742424011,,
,1,1449,0.06875022500753403,,
,1,1499,0.10475285351276398,,
,1,1549,0.057141344994306564,,
,1,1599,0.19425196945667267,,
,1,1649,0.06030964478850365,,
,1,1699,0.16984117031097412,,
,1,1749,0.05976444482803345,,
,1,1799,0.11489135771989822,,
,1,1849,0.051519725471735,,
,1,1899,0.11615604162216187,,
,1,1949,0.07424014806747437,,
,1,1999,0.07313856482505798,,
,1,2049,0.17926150560379028,,
,1,2099,0.1546083241701126,,
,1,2149,0.1735420823097229,,
,1,2199,0.04850433021783829,,
,1,2249,0.04931129515171051,,
,1,2299,0.05223384127020836,,
,1,2349,0.052105434238910675,,
,1,2367,,0.09662732481956482,0.970063328742981
,2,2399,0.05866045877337456,,
,2,2449,0.1259704977273941,,
,2,2499,0.09793226420879364,,
,2,2549,0.019664034247398376,,
,2,2599,0.12334195524454117,,
,2,2649,0.04864252731204033,,
,2,2699,0.10381187498569489,,
,2,2749,0.044597893953323364,,
,2,2799,0.08297564834356308,,
,2,2849,0.03997763991355896,,
,2,2899,0.04392283037304878,,
,2,2949,0.08815720677375793,,
,2,2999,0.029485762119293213,,
,2,3049,0.05616313964128494,,
,2,3099,0.037382252514362335,,
,2,3149,0.06705771386623383,,
,2,3199,0.03672150894999504,,
,2,3249,0.05868228152394295,,
,2,3299,0.1290552318096161,,
,2,3349,0.04943209886550903,,
,2,3399,0.0645657628774643,,
,2,3449,0.0870000571012497,,
,2,3499,0.1694202721118927,,
,2,3549,0.06533993780612946,,
,2,3551,,0.08661819249391556,0.9685322046279907
,3,3599,0.1210756003856659,,
,3,3649,0.04734453558921814,,
,3,3699,0.17205244302749634,,
,3,3749,0.0759466364979744,,
,3,3799,0.08531235158443451,,
,3,3849,0.0939478874206543,,
,3,3899,0.06363241374492645,,
,3,3949,0.06960048526525497,,
,3,3999,0.10656729340553284,,
,3,4049,0.036786969751119614,,
,3,4099,0.05044053867459297,,
,3,4149,0.03507484868168831,,
,3,4199,0.05380465090274811,,
,3,4249,0.054196346551179886,,
,3,4299,0.10817510634660721,,
,3,4349,0.06636914610862732,,
,3,4399,0.09524410963058472,,
,3,4449,0.07452124357223511,,
,3,4499,0.07240445166826248,,
,3,4549,0.07478436827659607,,
,3,4599,0.032760657370090485,,
,3,4649,0.1682475209236145,,
,3,4699,0.051799286156892776,,
,3,4735,,0.08624877035617828,0.9699049592018127
,4,4749,0.08635947853326797,,
,4,4799,0.032310228794813156,,
,4,4849,0.061355628073215485,,
,4,4899,0.0822669118642807,,
,4,4949,0.05422414466738701,,
,4,4999,0.08749351650476456,,
,4,5049,0.03386135399341583,,
,4,5099,0.08991333842277527,,
,4,5149,0.040349654853343964,,
,4,5199,0.09513860195875168,,
,4,5249,0.07483931630849838,,
,4,5299,0.0765535831451416,,
,4,5349,0.0383400097489357,,
,4,5399,0.05367524176836014,,
,4,5449,0.10073716193437576,,
,4,5499,0.1736118197441101,,
,4,5549,0.08282685279846191,,
,4,5599,0.08574503660202026,,
,4,5649,0.0622883141040802,,
,4,5699,0.08807814866304398,,
,4,5749,0.024214915931224823,,
,4,5799,0.09312120079994202,,
,4,5849,0.09434828162193298,,
,4,5899,0.16161823272705078,,
,4,5919,,0.08034493774175644,0.9723336696624756
,5,5949,0.04244289547204971,,
,5,5999,0.02835765853524208,,
,5,6049,0.04179555922746658,,
,5,6099,0.050966981798410416,,
,5,6149,0.031858496367931366,,
,5,6199,0.07028137892484665,,
,5,6249,0.058726824820041656,,
,5,6299,0.0477728396654129,,
,5,6349,0.11320783942937851,,
,5,6399,0.10192620754241943,,
,5,6449,0.04050552845001221,,
,5,6499,0.13153445720672607,,
,5,6549,0.0360976941883564,,
,5,6599,0.04466232657432556,,
,5,6649,0.057304348796606064,,
,5,6699,0.04004717618227005,,
,5,6749,0.12924538552761078,,
,5,6799,0.04005438834428787,,
,5,6849,0.08419094234704971,,
,5,6899,0.06008092314004898,,
,5,6949,0.06342214345932007,,
,5,6999,0.14137648046016693,,
,5,7049,0.04038453847169876,,
,5,7099,0.09618233144283295,,
,5,7103,,0.08045137673616409,0.9705385565757751
,6,7149,0.018971942365169525,,
,6,7199,0.03284911438822746,,
,6,7249,0.06063799187541008,,
,6,7299,0.07740701735019684,,
,6,7349,0.03336428105831146,,
,6,7399,0.09469154477119446,,
,6,7449,0.03881998732686043,,
,6,7499,0.12282434105873108,,
,6,7549,0.04085872694849968,,
,6,7599,0.04136387258768082,,
,6,7649,0.06227884814143181,,
,6,7699,0.038275327533483505,,
,6,7749,0.09493839740753174,,
,6,7799,0.06616029888391495,,
,6,7849,0.07585737109184265,,
,6,7899,0.026234757155179977,,
,6,7949,0.0353923924267292,,
,6,7999,0.06782720983028412,,
,6,8049,0.06627847254276276,,
,6,8099,0.0556122288107872,,
,6,8149,0.06099527329206467,,
,6,8199,0.03255799785256386,,
,6,8249,0.06024976074695587,,
,6,8287,,0.10278135538101196,0.970063328742981
,7,8299,0.05225352570414543,,
,7,8349,0.03936171159148216,,
,7,8399,0.04446151852607727,,
,7,8449,0.05070880055427551,,
,7,8499,0.07683476060628891,,
,7,8549,0.10271438956260681,,
,7,8599,0.07198180258274078,,
,7,8649,0.07863560318946838,,
,7,8699,0.07495682686567307,,
,7,8749,0.032358087599277496,,
,7,8799,0.03560720756649971,,
,7,8849,0.03799686208367348,,
,7,8899,0.020906759425997734,,
,7,8949,0.01712668687105179,,
,7,8999,0.03417205065488815,,
,7,9049,0.040146537125110626,,
,7,9099,0.052439212799072266,,
,7,9149,0.030849236994981766,,
,7,9199,0.02682097814977169,,
,7,9249,0.09403055906295776,,
,7,9299,0.08258982002735138,,
,7,9349,0.03511617332696915,,
,7,9399,0.05383588746190071,,
,7,9449,0.05582078546285629,,
,7,9471,,0.08334799110889435,0.9722281098365784
,8,9499,0.036086879670619965,,
,8,9549,0.02442898601293564,,
,8,9599,0.06067133694887161,,
,8,9649,0.030701033771038055,,
,8,9699,0.042203061282634735,,
,8,9749,0.03378153219819069,,
,8,9799,0.04789320379495621,,
,8,9849,0.04209825396537781,,
,8,9899,0.07010971754789352,,
,8,9949,0.06302978098392487,,
,8,9999,0.04161433130502701,,
,8,10049,0.08269359916448593,,
,8,10099,0.054308563470840454,,
,8,10149,0.09559544920921326,,
,8,10199,0.09867686033248901,,
,8,10249,0.018711591139435768,,
,8,10299,0.07287116348743439,,
,8,10349,0.03449571132659912,,
,8,10399,0.06322025507688522,,
,8,10449,0.03418746963143349,,
,8,10499,0.07025854289531708,,
,8,10549,0.08649826049804688,,
,8,10599,0.10686501860618591,,
,8,10649,0.04558075964450836,,
,8,10655,,0.08365873247385025,0.970168948173523
,9,10699,0.011728711426258087,,
,9,10749,0.04472433403134346,,
,9,10799,0.044676292687654495,,
,9,10849,0.058320172131061554,,
,9,10899,0.04580075293779373,,
,9,10949,0.07028722763061523,,
,9,10999,0.04946413263678551,,
,9,11049,0.055134281516075134,,
,9,11099,0.07554565370082855,,
,9,11149,0.06316826492547989,,
,9,11199,0.038016803562641144,,
,9,11249,0.021711906418204308,,
,9,11299,0.1665630042552948,,
,9,11349,0.05557180941104889,,
