test_acc,epoch,step,train_loss,val_loss,val_acc
0.6060078144073486,0,0,,,
,0,49,0.6310602426528931,,
,0,99,0.6197682619094849,,
,0,149,0.6109061241149902,,
,0,199,0.5679817199707031,,
,0,249,0.5470630526542664,,
,0,299,0.512739896774292,,
,0,349,0.5863648653030396,,
,0,399,0.595894455909729,,
,0,449,0.4708329141139984,,
,0,499,0.557284951210022,,
,0,549,0.6048719882965088,,
,0,599,0.5539942979812622,,
,0,649,0.5924456119537354,,
,0,699,0.5444226264953613,,
,0,749,0.5143738985061646,,
,0,799,0.5285886526107788,,
,0,849,0.5369910001754761,,
,0,899,0.5541815757751465,,
,0,949,0.5099329948425293,,
,0,999,0.5976783037185669,,
,0,1049,0.5404469966888428,,
,0,1099,0.47264206409454346,,
,0,1149,0.4901502728462219,,
,0,1183,,0.5512120127677917,0.712302029132843
,1,1199,0.5703372955322266,,
,1,1249,0.601220965385437,,
,1,1299,0.529951810836792,,
,1,1349,0.5355972647666931,,
,1,1399,0.5823632478713989,,
,1,1449,0.5495654940605164,,
,1,1499,0.5798876285552979,,
,1,1549,0.4556422829627991,,
,1,1599,0.4920133948326111,,
,1,1649,0.5072270035743713,,
,1,1699,0.49605727195739746,,
,1,1749,0.5477961897850037,,
,1,1799,0.5426000952720642,,
,1,1849,0.47237008810043335,,
,1,1899,0.47967562079429626,,
,1,1949,0.5294413566589355,,
,1,1999,0.5518984198570251,,
,1,2049,0.499900221824646,,
,1,2099,0.5153061151504517,,
,1,2149,0.44316017627716064,,
,1,2199,0.5724906325340271,,
,1,2249,0.5724422931671143,,
,1,2299,0.5047377347946167,,
,1,2349,0.5642258524894714,,
,1,2367,,0.5295400023460388,0.7298838496208191
,2,2399,0.5257995128631592,,
,2,2449,0.5575366616249084,,
,2,2499,0.5447125434875488,,
,2,2549,0.5504344701766968,,
,2,2599,0.557344377040863,,
,2,2649,0.49646735191345215,,
,2,2699,0.4644051492214203,,
,2,2749,0.5121117830276489,,
,2,2799,0.484282910823822,,
,2,2849,0.45115602016448975,,
,2,2899,0.5428279638290405,,
,2,2949,0.5602967739105225,,
,2,2999,0.612366795539856,,
,2,3049,0.5250226259231567,,
,2,3099,0.5092566609382629,,
,2,3149,0.5006216168403625,,
,2,3199,0.5131372809410095,,
,2,3249,0.514757513999939,,
,2,3299,0.5173561573028564,,
,2,3349,0.5608015060424805,,
,2,3399,0.5825284719467163,,
,2,3449,0.5458411574363708,,
,2,3499,0.5056346654891968,,
,2,3549,0.5629900693893433,,
,2,3551,,0.5404306054115295,0.7115100026130676
,3,3599,0.5004377961158752,,
,3,3649,0.494201123714447,,
,3,3699,0.5082381367683411,,
,3,3749,0.5243006944656372,,
,3,3799,0.5058324933052063,,
,3,3849,0.5445343255996704,,
,3,3899,0.5391641855239868,,
,3,3949,0.558733344078064,,
,3,3999,0.49580690264701843,,
,3,4049,0.5871477127075195,,
,3,4099,0.4731389284133911,,
,3,4149,0.4833377003669739,,
,3,4199,0.4799063205718994,,
,3,4249,0.5680268406867981,,
,3,4299,0.5197532176971436,,
,3,4349,0.480134516954422,,
,3,4399,0.4888416826725006,,
,3,4449,0.49991047382354736,,
,3,4499,0.5971964597702026,,
,3,4549,0.5665684938430786,,
,3,4599,0.492176353931427,,
,3,4649,0.46674564480781555,,
,3,4699,0.5152893662452698,,
,3,4735,,0.510187566280365,0.7426082491874695
,4,4749,0.5585522651672363,,
,4,4799,0.5404702425003052,,
,4,4849,0.5301321148872375,,
,4,4899,0.4671696424484253,,
,4,4949,0.5319531559944153,,
,4,4999,0.5843492746353149,,
,4,5049,0.472743958234787,,
,4,5099,0.537011981010437,,
,4,5149,0.45619645714759827,,
,4,5199,0.42630815505981445,,
,4,5249,0.5353583097457886,,
,4,5299,0.5541067123413086,,
,4,5349,0.551591157913208,,
,4,5399,0.4787083566188812,,
,4,5449,0.495990514755249,,
,4,5499,0.5149116516113281,,
,4,5549,0.4190264940261841,,
,4,5599,0.5275136232376099,,
,4,5649,0.5853952169418335,,
,4,5699,0.41746240854263306,,
,4,5749,0.4743368923664093,,
,4,5799,0.5173923969268799,,
,4,5849,0.5382622480392456,,
,4,5899,0.5030847787857056,,
,4,5919,,0.5101295113563538,0.7387539744377136
,5,5949,0.5239418745040894,,
,5,5999,0.525485634803772,,
,5,6049,0.5224390029907227,,
,5,6099,0.5304315090179443,,
,5,6149,0.5433349013328552,,
,5,6199,0.489806205034256,,
,5,6249,0.4601338505744934,,
,5,6299,0.5730147957801819,,
,5,6349,0.5084891319274902,,
,5,6399,0.5255184173583984,,
,5,6449,0.47653138637542725,,
,5,6499,0.5179083347320557,,
,5,6549,0.4750233292579651,,
,5,6599,0.4707716703414917,,
,5,6649,0.4579243063926697,,
,5,6699,0.4575458765029907,,
,5,6749,0.4862334430217743,,
,5,6799,0.5523362159729004,,
,5,6849,0.4834810495376587,,
,5,6899,0.46998298168182373,,
,5,6949,0.4748294949531555,,
,5,6999,0.5362332463264465,,
,5,7049,0.5403776168823242,,
,5,7099,0.531926691532135,,
,5,7103,,0.5148371458053589,0.7404962778091431
,6,7149,0.5107617378234863,,
,6,7199,0.5404164791107178,,
,6,7249,0.5022059679031372,,
,6,7299,0.4804191589355469,,
,6,7349,0.4906701147556305,,
,6,7399,0.5043284296989441,,
,6,7449,0.5160699486732483,,
,6,7499,0.5699430704116821,,
,6,7549,0.512358546257019,,
,6,7599,0.46494483947753906,,
,6,7649,0.4541253447532654,,
,6,7699,0.41447150707244873,,
,6,7749,0.547612190246582,,
,6,7799,0.5158736705780029,,
,6,7849,0.6083266139030457,,
,6,7899,0.506298303604126,,
,6,7949,0.5153675079345703,,
,6,7999,0.5365073084831238,,
,6,8049,0.520165205001831,,
,6,8099,0.44890448451042175,,
,6,8149,0.47817760705947876,,
,6,8199,0.5310714244842529,,
,6,8249,0.5646418333053589,,
,6,8287,,0.503231406211853,0.7449313402175903
,7,8299,0.5791221261024475,,
,7,8349,0.5337898135185242,,
,7,8399,0.46949267387390137,,
,7,8449,0.5790109634399414,,
,7,8499,0.5122033953666687,,
,7,8549,0.46893566846847534,,
,7,8599,0.47103145718574524,,
,7,8649,0.4688522219657898,,
,7,8699,0.46336090564727783,,
,7,8749,0.5146369934082031,,
,7,8799,0.5143574476242065,,
,7,8849,0.5187163352966309,,
,7,8899,0.5155776739120483,,
,7,8949,0.4539854824542999,,
,7,8999,0.5070979595184326,,
,7,9049,0.4928678274154663,,
,7,9099,0.48877301812171936,,
,7,9149,0.43990325927734375,,
,7,9199,0.43382275104522705,,
,7,9249,0.5043405890464783,,
,7,9299,0.4951673448085785,,
,7,9349,0.5589479207992554,,
,7,9399,0.5058037638664246,,
,7,9449,0.509713888168335,,
,7,9471,,0.5056430101394653,0.7436642050743103
,8,9499,0.564504861831665,,
,8,9549,0.503643274307251,,
,8,9599,0.5121543407440186,,
,8,9649,0.5331944823265076,,
,8,9699,0.48874956369400024,,
,8,9749,0.4441221356391907,,
,8,9799,0.5518573522567749,,
,8,9849,0.4648303985595703,,
,8,9899,0.5436813831329346,,
,8,9949,0.4837307333946228,,
